item_id,source,translation,score
trog-item-86,She tripped on a rock and dropped her books.,Elle a trébuché sur une pierre et a laissé tomber ses livres.,0.8112573623657227
trog-item-87,The teacher will give the students cake if they stand in a line.,Le professeur donnera du gâteau aux élèves s'ils se tiennent en ligne.,0.8302163481712341
trog-item-88,We will dance together if there is music playing.,Nous danserons ensemble s'il y a de la musique qui joue.,0.8424780368804932
trog-item-89,"Although it is hot outside, I am wearing a jacket with a hood.","Bien qu'il fasse chaud dehors, je porte une veste avec une capuche.",0.8826709985733032
trog-item-90,"He likes swimming. However, he chose to play soccer with his friends.","Il aime nager. Cependant, il a choisi de jouer au soccer avec ses amis.",0.8931264281272888
trog-item-91,"Despite the noise in the classroom, she focused on reading her notebook.","Malgré le bruit en classe, elle s'est concentrée sur la lecture de son cahier.",0.8771355152130127
trog-item-92,He wore the clown's hat despite its large size.,Il a porté le chapeau du clown malgré sa grande taille.,0.8596338033676147
trog-item-93,The duck following the turtle is walking across the bridge.,Le canard suivant la tortue marche sur le pont.,0.7898778915405273
trog-item-94,Bumping the table with my foot caused a book to fall.,Heurter la table avec mon pied a causé la chute d'un livre.,0.8361425399780273
trog-item-95,The person chases the dog that is big.,La personne poursuit le chien qui est grand.,0.7729975581169128
trog-item-96,The girl wearing a backpack was shown a flower by her friend.,La fille portant un sac à dos a vu une fleur montrée par son amie.,0.7829012870788574
trog-item-97,"The kids cleaned the room, but forgot to put away the train.","Les enfants ont nettoyé la chambre, mais ont oublié de ranger le train.",0.8503295183181763
trog-item-98,The monkey neither ate the banana nor swung on the vine.,Le singe n'a ni mangé la banane ni se balancé sur la liane.,0.8209244012832642
trog-item-99,"Her mom said it would be sunny. However, it rained heavily.","Sa mère a dit qu'il ferait soleil. Cependant, il a plu abondamment.",0.8753483295440674
trog-item-100,The plane that is gray is above the clouds.,L'avion gris est au-dessus des nuages.,0.8699098825454712
trog-item-101,The fish swim beneath a whale and a sea turtle.,Les poissons nagent sous une baleine et une tortue de mer.,0.8778161406517029
trog-item-102,The car that the truck followed is driving toward the tunnel.,La voiture que le camion a suivie se dirige vers le tunnel.,0.8665356040000916
trog-item-103,Instead of doing homework she did a puzzle in her room.,"Au lieu de faire ses devoirs, elle a fait un casse-tête dans sa chambre.",0.8780664801597595
yes,yes,oui,0.8458471298217773
no,no,non,0.8311068415641785
happy,happy,heureux,0.8374014496803284
sad,sad,triste,0.7912283539772034
angry,angry,fâché,0.8284960985183716
scared,scared,effrayé,0.8288916349411011
calm,calm,calme,0.7093872427940369
proud,proud,fier,0.6857553720474243
disgusted,disgusted,dégoûté,0.8266912698745728
surprised,surprised,surpris,0.7259926795959473
ToM-intro,"This is the Stories Game. In this game, you will listen to some stories. Then you will answer questions about the stories.","Ceci est le jeu des histoires. Dans ce jeu, tu écouteras des histoires. Ensuite, tu répondras aux questions sur les histoires.",0.8798781633377075
ToM-transition,Nice work! Here is a new story.,Bon travail! Voici une nouvelle histoire.,0.8771412372589111
ToM-scene1-instruct1,"Here is Madison. This morning, Madison put her book behind the chair, because she didn’t want anyone to find it. ","Voici Madison. Ce matin, Madison a mis son livre derrière la chaise parce qu'elle ne voulait pas que quelqu'un le trouve. ",0.8854354619979858
ToM-scene1-instruct2,"But when Madison was outside playing, someone did find it! And hid it under the rug. ","Mais quand Madison était dehors à jouer, quelqu'un l'a trouvé et l'a caché sous le tapis. ",0.8572782278060913
ToM-scene1-instruct3,So now it’s reading time and Madison wants her book.,"Alors maintenant, c'est l'heure de la lecture et Madison veut son livre.",0.8783873319625854
ToM-scene1-q1-false_belief,Where will Madison look first for her book?,Où Madison regardera-t-elle en premier pour trouver son livre?,0.8193652033805847
chair,Behind the chair,Derrière la chaise,0.8457402586936951
rug,Under the rug,Sous le tapis,0.8178566694259644
ToM-scene1-q2-reality_check,And where is her book really?,Et où est vraiment son livre?,0.8475614786148071
ToM-scene2-instruct1,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan’s book is blue! ","Ce matin, lorsqu'il est arrivé à l'école, Ethan a mis son livre sur l'étagère au-dessus des crochets à manteaux. Le livre d'Ethan est bleu. ",0.8656433820724487
ToM-scene2-instruct2,"And then he went outside to play, see? Here’s Ethan playing outside. And while he was outside playing, Ethan’s book fell down from above the coat hooks onto the floor under the coats, see? ","Et puis il est allé jouer dehors, tu vois ? Voici Ethan en train de jouer dehors. Et pendant qu'il jouait dehors, le livre d'Ethan est tombé des crochets pour manteaux et s'est retrouvé par terre sous les manteaux, tu vois ? ",0.8502146005630493
ToM-scene2-instruct3,"Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing.","Puis Hannah entre et met son livre sur les crochets à manteaux. Le livre d'Hannah est aussi bleu! Ethan est toujours dehors en train de jouer, il n'a donc pas vu ce qu'Hannah faisait.",0.8426299095153809
ToM-scene2-q1-false_belief,"Now, when Ethan comes in from outside, where will he look first for his book?","Maintenant, quand Ethan rentrera de dehors, où cherchera-t-il d'abord son livre?",0.8270217180252075
shelf,On the shelf,Sur l'étagère,0.8288503289222717
coats,Under the coats,Sous les manteaux,0.8170484304428101
ToM-scene2-instruct4,"Let’s see what he does. Oh look, here is Ethan reaching for this book up on the shelf. And now Hannah sees Ethan reaching for that book... the book that is Hannah's!","Voyons ce qu'il fait. Oh regarde, voici Ethan qui prend ce livre sur l'étagère. Et maintenant Hannah voit Ethan qui prend ce livre... le livre qui est à Hannah!",0.8338862657546997
ToM-scene2-q2-emotion_reasoning,How do you think Hannah feels about Ethan reaching for that book? ,Comment penses-tu qu'Hannah se sent face à Ethan qui prend ce livre ? ,0.729433000087738
ToM-scene2-q7-emotion_reasoning,How do you think Hannah would feel if she had not seen Ethan reaching for the book?,Comment penses-tu qu'Hannah se sentirait si elle n'avait pas vu Ethan prendre le livre?,0.8712441921234131
ToM-scene2-q3-false_belief,Is Ethan being mean and naughty for taking Hannah's book?,Ethan est-il méchant et vilain de prendre le livre de Hannah?,0.819214940071106
ToM-scene2-q4-false_belief,Should Ethan get in trouble with the teacher for taking Hannah's book?,Ethan devrait-il avoir des ennuis avec l'enseignant pour avoir pris le livre de Hannah?,0.868123471736908
ToM-scene2-q5-reality_check,Can you help Hannah find her book? Is it on the shelf or under the coats?,Peux-tu aider Hannah à trouver son livre? Est-il sur l'étagère ou sous les manteaux?,0.8811912536621094
ToM-scene2-q6-reality_check,Can you help Ethan find his book? Is it on the shelf or under the coats?,Peux-tu aider Ethan à trouver son livre? Est-il sur l'étagère ou sous les manteaux?,0.8800531625747681
ToM-scene3-instruct1,"Joshua, Isabel, and Ivan are playing a game. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ","Joshua, Isabel, et Ivan jouent à un jeu. Voici comment le jeu fonctionne : Un enfant se cache, mais dessine un indice dans le bac à sable pour que les autres enfants puissent le trouver. ",0.8810636401176453
ToM-scene3-instruct2,"So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. ","Alors, Ivan passe en premier. Il dessine cet indice dans le bac à sable, puis il va se cacher. ",0.8485396504402161
ToM-scene3-instruct3,"Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him.",C'est maintenant au tour de Joshua de laisser un indice et de se cacher. Isabel et Ivan essaieront alors d'utiliser l'indice pour le trouver.,0.8740286827087402
ToM-scene3-instruct4,"Joshua decides to hide behind the fountain. He draws a clue in the sand. He tries to draw the fountain, with the bottom part and the water coming out of it. But the drawing looks like a tree instead! Then Joshua goes and hides behind the fountain.","Joshua décide de se cacher derrière la fontaine. Il dessine un indice dans le sable. Il essaie de dessiner la fontaine, avec la partie inférieure et l'eau qui en sort. Mais le dessin ressemble à un arbre à la place! Puis Joshua va se cacher derrière la fontaine.",0.8757690191268921
ToM-scene3-q1,What did Joshua mean to draw?,Que voulait dessiner Joshua?,0.8520669341087341
fountain,A fountain,Une fontaine,0.8608946800231934
tree,A tree,Un arbre,0.8512863516807556
ToM-scene3-q2-false_belief,"When Isabel and Ivan see this clue, where will they look first for Joshua? ","Quand Isabel et Ivan voient cet indice, où chercheront-ils Joshua en premier ? ",0.8705999851226807
ToM-scene3-q2-reality_check,Can you help them find where Joshua really is?,Peux-tu les aider à trouver où Joshua est vraiment?,0.8837016224861145
behind-fountain,Behind the fountain,Derrière la fontaine,0.8550014495849609
behind-tree,Behind the tree,Derrière l'arbre,0.8562312126159668
ToM-scene3-q3-emotion_reasoning,"Look, Isabel and Ivan found Joshua, and won the game! How do you think Isabel feels about winning the game?","Regarde, Isabel et Ivan ont trouvé Joshua et ont gagné le jeu! Comment penses-tu qu'Isabel se sent d'avoir gagné le jeu?",0.8798651695251465
ToM-scene4-instruct1,"Now the games are over, and it's almost time to go home. Mother tells the kids to find all of their toys. ","Maintenant les jeux sont finis, et il est presque temps de rentrer. Maman dit aux enfants de retrouver tous leurs jouets. ",0.8860654830932617
ToM-scene4-instruct2,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. ","Joshua a apporté son camion-jouet au parc, mais maintenant il ne le trouve plus. Il cherche partout mais il ne peut pas le trouver. ",0.877751886844635
ToM-scene4-q1-emotion_reasoning,How does Joshua feel about losing his truck?,Comment Joshua se sent-il après avoir perdu son camion?,0.8814599514007568
ToM-scene4-q8-emotion_reasoning,How would Joshua feel if he found his truck?,Comment Joshua se sentirait-il s'il trouvait son camion?,0.878812849521637
ToM-scene4-instruct3,"Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. ","Joshua ne trouve pas son camion parce qu'au début de la journée, quand personne ne regardait, Isabel a pris le camion-jouet et l'a enterré dans le bac à sable. ",0.870773196220398
