answer,assessment_stage,audio_file,block_index,chance_level,difficulty,downex,item_uid,required_selections,response_alternatives,time_limit,trial_type
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"sm-red-circle,sm-blue-triangle,lg-yellow-triangle",,2-match
sm-green-circle,test_response,same-different-selection-touch-small,0,0.33,-4.9103763,False,sds_dimensions_size,1,"med-green-circle,lg-green-circle",,test-dimensions
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-red-triangle-4-striped,med-blue-triangle-3-gray,med-green-star-2,sm-green-circle-striped,med-yellow-square-3-black",,4-match
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-yellow-circle-3,med-blue-triangle-2-gray,med-red-square-striped,med-blue-star-4,med-green-triangle-black",,4-match
,test_response,same-different-selection-both-triangles,1,,-3.6418366,False,,0,,,something-same-1
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",,3-match
med-red-triangle,test_response,same-different-selection-touch-red,0,0.25,-4.9103763,False,sds_dimensions_color,1,"med-blue-triangle,med-green-triangle,med-yellow-triangle",,test-dimensions
,second_response,sds-2match-prompt2,2,,-1.4383118,False,sds_3match_choice2,2,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",,3-match
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"sm-red-circle,med-blue-circle,lg-blue-triangle",,2-match
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"lg-yellow-triangle,lg-blue-circle,sm-yellow-square",,2-match
lg-blue-circle,test_response,sds-prompt3,1,0.5,-3.6418366,False,sds_same_same,1,"lg-blue-square,lg-blue-circle",,something-same-2
,instructions,same-different-selection-instruct1-heavy,0,,-1,False,,0,,,instructions
med-green-triangle,test_response,same-different-selection-touch-triangle,0,0.25,-4.9103763,False,sds_dimensions_shape,1,"med-green-square,med-green-circle,med-green-star",,test-dimensions
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-blue-circle-2-striped,med-yellow-triangle,med-red-square-3,med-red-circle-4-black,med-green-star-gray",,4-match
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",,4-match
,second_response,sds-2match-prompt2,2,,-1.4383118,False,sds_3match_choice2,2,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",,3-match
,third_response,sds-2match-prompt2,2,,0.885542,False,sds_3match_choice3,2,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",,3-match
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",,4-match
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"sm-blue-circle,med-blue-square,lg-yellow-square",,2-match
,test_response,same-different-selection-both-triangles,1,,-3.6418366,False,,0,,,something-same-1
,second_response,sds-2match-prompt2,2,0.75,-0.6553883,False,sds_2match_choice2,2,"med-yellow-triangle,sm-red-triangle,sm-blue-square",,2-match
,instructions,same-different-selection-instruct2,1,,1,False,,0,,,instructions
,second_response,sds-2match-prompt2,2,,-1.4383118,False,sds_3match_choice2,2,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",,3-match
med-red-circle,test_response,same-different-selection-touch-circle,0,0.25,-4.9103763,False,sds_dimensions_shape,1,"med-red-triangle,med-red-square,med-red-star",,test-dimensions
,third_response,sds-2match-prompt2,2,,0.885542,False,sds_3match_choice3,2,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",,3-match
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-green-circle-gray,med-blue-star-3,med-yellow-square-4-gray,med-yellow-circle-2-striped,med-red-triangle-3",,4-match
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",,3-match
,test_response,same-different-selection-both-medium,1,,-3.6418366,False,,0,,,something-same-1
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",,4-match
,second_response,sds-2match-prompt2,2,0.75,-0.6553883,False,sds_2match_choice2,2,"sm-red-square,lg-yellow-triangle,lg-red-circle",,2-match
,second_response,sds-2match-prompt2,2,,-1.4383118,False,sds_3match_choice2,2,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",,3-match
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",,3-match
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",,4-match
,test_response,same-different-selection-both-blue,1,,-3.6418366,False,,0,,,something-same-1
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",,4-match
sm-yellow-square,practice_response,sds-prompt3,1,0.5,1,False,,1,"sm-yellow-square,lg-yellow-circle",,something-same-2
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",,4-match
med-yellow-star-black,test_response,same-different-selection-touch-black,0,0.25,-4.9103763,False,sds_dimensions_texture,1,"med-yellow-star-gray,med-yellow-star,med-yellow-star-striped",,test-dimensions
,second_response,sds-2match-prompt2,2,0.75,-0.6553883,False,sds_2match_choice2,2,"sm-red-circle,med-blue-circle,lg-blue-triangle",,2-match
,instructions,sds-your-turn,1,,-1,False,,0,,,instructions
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-yellow-circle-3,med-blue-triangle-2-gray,med-red-square-striped,med-blue-star-4,med-green-triangle-black",,4-match
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",,3-match
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",,3-match
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",,4-match
,test_response,same-different-selection-both-squares,1,,-3.6418366,False,,0,,,something-same-1
,test_response,same-different-selection-both-red,1,,-3.6418366,False,,0,,,something-same-1
med-green-square,test_response,same-different-selection-touch-green,0,0.25,-4.9103763,False,sds_dimensions_color,1,"med-blue-square,med-red-square,med-yellow-square",,test-dimensions
med-blue-circle,test_response,same-different-selection-touch-blue,0,0.25,-4.9103763,False,sds_dimensions_color,1,"med-red-circle,med-green-circle,med-yellow-circle",,test-dimensions
lg-red-square,test_response,same-different-selection-touch-large,0,0.33,-4.9103763,False,sds_dimensions_size,1,"med-red-square,sm-red-square",,test-dimensions
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"sm-red-square,lg-yellow-triangle,lg-red-circle",,2-match
,third_response,sds-2match-prompt2,2,,0.885542,False,sds_3match_choice3,2,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",,3-match
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",,4-match
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"med-red-square,sm-red-circle,lg-yellow-circle",,2-match
,third_response,sds-2match-prompt2,2,,0.758737,False,sds_4match_choice3,2,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",,4-match
,third_response,sds-2match-prompt2,2,,0.885542,False,sds_3match_choice3,2,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",,3-match
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-green-circle-gray,med-blue-star-3,med-yellow-square-4-gray,med-yellow-circle-2-striped,med-red-triangle-3",,4-match
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",,4-match
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-red-triangle-4-striped,med-blue-triangle-3-gray,med-green-star-2,sm-green-circle-striped,med-yellow-square-3-black",,4-match
,second_response,sds-2match-prompt2,2,0.75,-0.6553883,False,sds_2match_choice2,2,"lg-yellow-triangle,lg-blue-circle,sm-yellow-square",,2-match
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-blue-circle-2-striped,med-yellow-triangle,med-red-square-3,med-red-circle-4-black,med-green-star-gray",,4-match
,test_response,,,,,False,sds_3unique_choice1,,,,3-unique
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"sm-blue-square,med-blue-triangle,med-red-circle",,2-match
med-blue-triangle,test_response,same-different-selection-touch-medium,0,0.33,-4.9103763,False,sds_dimensions_size,1,"sm-blue-triangle,lg-blue-triangle",,test-dimensions
,third_response,sds-2match-prompt2,2,,0.885542,False,sds_3match_choice3,2,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",,3-match
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",,4-match
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"med-blue-square,sm-red-circle,med-red-triangle",,2-match
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",,4-match
med-red-star-2-gray,test_response,same-different-selection-touch-2,0,0.25,-4.9103763,False,sds_dimensions_number,1,"med-red-star-gray,med-red-star-3-gray,med-red-star-4-gray",,test-dimensions
med-yellow-star,test_response,same-different-selection-touch-yellow,0,0.25,-4.9103763,False,sds_dimensions_color,1,"med-green-star,med-blue-star,med-red-star",,test-dimensions
,test_response,same-different-selection-both-blue,1,,-3.6418366,False,,0,,,something-same-1
,third_response,sds-2match-prompt2,2,,0.885542,False,sds_3match_choice3,2,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",,3-match
,second_response,sds-2match-prompt2,2,0.75,-0.6553883,False,sds_2match_choice2,2,"sm-blue-circle,med-blue-square,lg-yellow-square",,2-match
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-yellow-circle-3,med-blue-triangle-2-gray,med-red-square-striped,med-blue-star-4,med-green-triangle-black",,4-match
,third_response,sds-2match-prompt2,2,,0.758737,False,sds_4match_choice3,2,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",,4-match
sm-blue-triangle,test_response,sds-prompt3,1,0.5,-3.6418366,False,sds_same_same,1,"sm-blue-triangle,med-red-triangle",,something-same-2
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",,4-match
med-yellow-star-gray,test_response,same-different-selection-touch-gray,0,0.25,-4.9103763,False,sds_dimensions_texture,1,"med-yellow-star-black,med-yellow-star,med-yellow-star-striped",,test-dimensions
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"med-yellow-triangle,sm-red-triangle,sm-blue-square",,2-match
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",,4-match
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",,3-match
,test_response,same-different-selection-both-red,1,,-3.6418366,False,,0,,,something-same-1
med-blue-circle,test_response,sds-prompt3,1,0.5,-3.6418366,False,sds_same_same,1,"med-blue-circle,sm-blue-square",,something-same-2
,third_response,sds-2match-prompt2,2,,0.758737,False,sds_4match_choice3,2,"med-red-triangle-4-striped,med-blue-triangle-3-gray,med-green-star-2,sm-green-circle-striped,med-yellow-square-3-black",,4-match
med-red-star-black,test_response,same-different-selection-touch-1,0,0.25,-4.9103763,False,sds_dimensions_number,1,"med-red-star-2-black,med-red-star-3-black,med-red-star-4-black",,test-dimensions
,instructions,same-different-selection-instruct3,2,,1,False,,0,,,instructions
,fourth_response,sds-2match-prompt2,2,,1.8597702,False,sds_4match_choice4,2,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",,4-match
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",,3-match
,second_response,sds-2match-prompt2,2,0.75,-0.6553883,False,sds_2match_choice2,2,"med-red-square,sm-red-circle,lg-yellow-circle",,2-match
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",,4-match
,second_response,sds-2match-prompt2,2,,-1.4383118,False,sds_3match_choice2,2,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",,3-match
,third_response,sds-2match-prompt2,2,,0.758737,False,sds_4match_choice3,2,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",,4-match
,third_response,sds-2match-prompt2,2,,0.758737,False,sds_4match_choice3,2,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",,4-match
,test_response,same-different-selection-both-large,1,,-3.6418366,False,,0,,,something-same-1
,first_response,sds-2match-prompt1,2,,-2.913335,False,sds_4match_choice1,2,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",,4-match
med-yellow-star,test_response,same-different-selection-touch-white,0,0.25,-4.9103763,False,sds_dimensions_texture,1,"med-yellow-star-black,med-yellow-star-gray,med-yellow-star-striped",,test-dimensions
med-blue-square,test_response,same-different-selection-touch-square,0,0.25,-4.9103763,False,sds_dimensions_shape,1,"med-blue-triangle,med-blue-circle,med-blue-star",,test-dimensions
,first_response,sds-2match-prompt1,2,0.5,-3.8666332,False,sds_2match_choice1,2,"med-yellow-square,sm-red-square,lg-yellow-triangle",,2-match
,second_response,sds-2match-prompt2,2,,-1.4383118,False,sds_3match_choice2,2,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",,3-match
,first_response,sds-2match-prompt1,2,,-3.4771184,False,sds_3match_choice1,2,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",,3-match
sm-blue-triangle,test_response,sds-prompt3,1,0.5,-3.6418366,False,sds_same_same,1,"sm-blue-triangle,lg-red-triangle",,something-same-2
,second_response,sds-2match-prompt2,2,,-1.4383118,False,sds_3match_choice2,2,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",,3-match
sm-red-square,test_response,sds-prompt3,1,0.5,-3.6418366,False,sds_same_same,1,"sm-red-square,lg-blue-square",,something-same-2
,third_response,sds-2match-prompt2,2,,0.885542,False,sds_3match_choice3,2,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",,3-match
med-red-triangle,test_response,sds-prompt3,1,0.5,-3.6418366,False,sds_same_same,1,"med-red-triangle,sm-red-circle",,something-same-2
,practice_response,same-different-selection-both-yellow,1,,1,False,,0,,,something-same-1
lg-yellow-triangle,test_response,sds-prompt3,1,0.5,-3.6418366,False,sds_same_same,1,"lg-yellow-triangle,lg-blue-circle",,something-same-2
,second_response,sds-2match-prompt2,2,,-1.0786745,False,sds_4match_choice2,2,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",,4-match
,instructions,same-different-selection-instruct1,0,,1,False,,0,,,instructions
