answer,assessment_stage,audio_file,block_index,chance_level,difficulty,downex,item_uid,required_selections,response_alternatives,time_limit,trial_type
tf1_57_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,0.723,False,matrix_set1_md_mat57,,"tf1_57_T2_ss2_md,tf1_57_T4_ss2_md,tf1_57_T3_ss2_md",,Matrix Reasoning
tf1_75_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,1.383,False,matrix_set1_md_mat75,,"tf1_75_T3_ss2_md,tf1_75_T2_ss2_md,tf1_75_T4_ss2_md",,Matrix Reasoning
tf3_11_T1_ss2_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat11,,"tf3_11_T3_ss2_md,tf3_11_T4_ss2_md,tf3_11_T2_ss2_md",,Matrix Reasoning
tf1_9_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,0.317,False,matrix_set1_md_mat9,,"tf1_9_T3_ss2_md,tf1_9_T2_ss2_md,tf1_9_T4_ss2_md",,Matrix Reasoning
tf1_43_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,0.052,False,matrix_set1_md_mat43,,"tf1_43_T2_ss3_md,tf1_43_T4_ss3_md,tf1_43_T3_ss3_md",,Matrix Reasoning
tf1_33_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,-0.146,False,matrix_set1_md_mat33,,"tf1_33_T2_ss2_md,tf1_33_T4_ss2_md,tf1_33_T3_ss2_md",,Matrix Reasoning
tf3_53_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat53,,"tf3_53_T2_ss2_md,tf3_53_T4_ss2_md,tf3_53_T3_ss2_md",,Matrix Reasoning
tf3_18_T1_ss3_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat18,,"tf3_18_T3_ss3_md,tf3_18_T4_ss3_md,tf3_18_T2_ss3_md",,Matrix Reasoning
tf1_15_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,1.732,False,,,"tf1_15_T3_ss2_md,tf1_15_T4_ss2_md,tf1_15_T2_ss2_md",,Matrix Reasoning
tf1_49_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,0.399,False,matrix_set1_md_mat49,,"tf1_49_T4_ss3_md,tf1_49_T2_ss3_md,tf1_49_T3_ss3_md",,Matrix Reasoning
tf1_45_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,1.043,False,matrix_set1_md_mat45,,"tf1_45_T2_ss2_md,tf1_45_T4_ss2_md,tf1_45_T3_ss2_md",,Matrix Reasoning
black-triangle-90,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,True,,,"orange-triangle-90,orange-triangle-270,black-triangle",,Matrix Reasoning
tf1_7_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,-0.543,False,matrix_set1_md_mat7,,"tf1_7_T3_ss3_md,tf1_7_T2_ss3_md,tf1_7_T4_ss3_md",,Matrix Reasoning
tf3_25_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat25,,"tf3_25_T4_ss1_md,tf3_25_T2_ss1_md,tf3_25_T3_ss1_md",,Matrix Reasoning
tf1_29_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,-0.303,False,matrix_set1_md_mat29,,"tf1_29_T4_ss1_md,tf1_29_T2_ss1_md,tf1_29_T3_ss1_md",,Matrix Reasoning
tf1_80_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,1.334,False,matrix_set1_md_mat80,,"tf1_80_T3_ss1_md,tf1_80_T2_ss1_md,tf1_80_T4_ss1_md",,Matrix Reasoning
tf3_3_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat3,,"tf3_3_T4_ss3_md,tf3_3_T2_ss3_md,tf3_3_T3_ss3_md",,Matrix Reasoning
tf1_38_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,1.043,False,,,"tf1_38_T2_ss1_md,tf1_38_T4_ss1_md,tf1_38_T3_ss1_md",,Matrix Reasoning
tf1_12_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,3.029,False,,,"tf1_12_T3_ss2_md,tf1_12_T4_ss2_md,tf1_12_T2_ss2_md",,Matrix Reasoning
black-triangle,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,True,,,"green-triangle,blue-triangle,orange-triangle",,Matrix Reasoning
tf1_28_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,0.52,False,,,"tf1_28_T2_ss3_md,tf1_28_T4_ss3_md,tf1_28_T3_ss3_md",,Matrix Reasoning
tf1_12_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,3.029,False,matrix_set1_md_mat12,,"tf1_12_T3_ss2_md,tf1_12_T4_ss2_md,tf1_12_T2_ss2_md",,Matrix Reasoning
tf3_58_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat58,,"tf3_58_T2_ss1_md,tf3_58_T4_ss1_md,tf3_58_T3_ss1_md",,Matrix Reasoning
tf3_65_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat65,,"tf3_65_T3_ss2_md,tf3_65_T2_ss2_md,tf3_65_T4_ss2_md",,Matrix Reasoning
tf1_51_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,3.636,False,,,"tf1_51_T2_ss2_md,tf1_51_T4_ss2_md,tf1_51_T3_ss2_md",,Matrix Reasoning
blue-pointer-135,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,True,,,"blue-pointer-45,blue-star,blue-square,blue-pointer-135",,Matrix Reasoning
tf1_13_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,2.385,False,matrix_set1_md_mat13,,"tf1_13_T3_ss3_md,tf1_13_T4_ss3_md,tf1_13_T2_ss3_md",,Matrix Reasoning
tf3_61_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat61,,"tf3_61_T3_ss1_md,tf3_61_T2_ss1_md,tf3_61_T4_ss1_md",,Matrix Reasoning
tf1_35_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,0.244,False,matrix_set1_md_mat35,,"tf1_35_T4_ss1_md,tf1_35_T2_ss1_md,tf1_35_T3_ss1_md",,Matrix Reasoning
tf1_60_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,0.723,False,,,"tf1_60_T3_ss2_md,tf1_60_T2_ss2_md,tf1_60_T4_ss2_md",,Matrix Reasoning
tf1_28_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,0.52,False,matrix_set1_md_mat28,,"tf1_28_T2_ss3_md,tf1_28_T4_ss3_md,tf1_28_T3_ss3_md",,Matrix Reasoning
tf3_42_T1_ss3_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat42,,"tf3_42_T4_ss3_md,tf3_42_T2_ss3_md,tf3_42_T3_ss3_md",,Matrix Reasoning
tf3_10_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat10,,"tf3_10_T3_ss1_md,tf3_10_T2_ss1_md,tf3_10_T4_ss1_md",,Matrix Reasoning
tf1_13_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,2.385,False,,,"tf1_13_T3_ss3_md,tf1_13_T4_ss3_md,tf1_13_T2_ss3_md",,Matrix Reasoning
tf1_63_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,0.723,False,matrix_set1_md_mat63,,"tf1_63_T3_ss2_md,tf1_63_T4_ss2_md,tf1_63_T2_ss2_md",,Matrix Reasoning
tf3_48_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat48,,"tf3_48_T2_ss3_md,tf3_48_T4_ss3_md,tf3_48_T3_ss3_md",,Matrix Reasoning
orange-black-circle,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,True,,,"orange-black-square,orange-blue-circle,orange-black-circle-180",,Matrix Reasoning
tf1_74_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,2.237,False,,,"tf1_74_T3_ss1_md,tf1_74_T4_ss1_md,tf1_74_T2_ss1_md",,Matrix Reasoning
green-square,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,True,,,"green-circle,green-star,green-triangle",,Matrix Reasoning
tf1_6_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,1.726,False,matrix_set1_md_mat6,,"tf1_6_T3_ss2_md,tf1_6_T2_ss2_md,tf1_6_T4_ss2_md",,Matrix Reasoning
tf1_58_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,1.573,False,,,"tf1_58_T2_ss3_md,tf1_58_T4_ss3_md,tf1_58_T3_ss3_md",,Matrix Reasoning
tf1_64_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,0.723,False,matrix_set1_md_mat64,,"tf1_64_T3_ss3_md,tf1_64_T4_ss3_md,tf1_64_T2_ss3_md",,Matrix Reasoning
tf1_41_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,1.043,False,,,"tf1_41_T2_ss1_md,tf1_41_T4_ss1_md,tf1_41_T3_ss1_md",,Matrix Reasoning
tf1_40_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,1.108,False,,,"tf1_40_T4_ss3_md,tf1_40_T2_ss3_md,tf1_40_T3_ss3_md",,Matrix Reasoning
tf1_71_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,0.785,False,,,"tf1_71_T3_ss1_md,tf1_71_T2_ss1_md,tf1_71_T4_ss1_md",,Matrix Reasoning
tf3_4_T1_ss1_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat4,,"tf3_4_T2_ss1_md,tf3_4_T4_ss1_md,tf3_4_T3_ss1_md",,Matrix Reasoning
tf3_5_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat5,,"tf3_5_T4_ss2_md,tf3_5_T2_ss2_md,tf3_5_T3_ss2_md",,Matrix Reasoning
tf3_15_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat15,,"tf3_15_T3_ss3_md,tf3_15_T2_ss3_md,tf3_15_T4_ss3_md",,Matrix Reasoning
tf1_16_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,1.957,False,,,"tf1_16_T3_ss3_md,tf1_16_T2_ss3_md,tf1_16_T4_ss3_md",,Matrix Reasoning
tf1_58_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,1.573,False,matrix_set1_md_mat58,,"tf1_58_T2_ss3_md,tf1_58_T4_ss3_md,tf1_58_T3_ss3_md",,Matrix Reasoning
tf3_35_T1_ss2_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat35,,"tf3_35_T4_ss2_md,tf3_35_T2_ss2_md,tf3_35_T3_ss2_md",,Matrix Reasoning
tf1_14_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,1.536,False,,,"tf1_14_T3_ss1_md,tf1_14_T2_ss1_md,tf1_14_T4_ss1_md",,Matrix Reasoning
tf1_21_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,1.02,False,matrix_set1_md_mat21,,"tf1_21_T2_ss2_md,tf1_21_T4_ss2_md,tf1_21_T3_ss2_md",,Matrix Reasoning
tf1_63_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,0.723,False,,,"tf1_63_T3_ss2_md,tf1_63_T4_ss2_md,tf1_63_T2_ss2_md",,Matrix Reasoning
tf3_21_T1_ss3_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat21,,"tf3_21_T4_ss3_md,tf3_21_T2_ss3_md,tf3_21_T3_ss3_md",,Matrix Reasoning
tf1_55_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set1_md_mat55,,"tf1_55_T4_ss3_md,tf1_55_T2_ss3_md,tf1_55_T3_ss3_md",,Matrix Reasoning
tf3_19_T1_ss1_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat19,,"tf3_19_T3_ss1_md,tf3_19_T2_ss1_md,tf3_19_T4_ss1_md",,Matrix Reasoning
tf1_6_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,1.726,False,,,"tf1_6_T3_ss2_md,tf1_6_T2_ss2_md,tf1_6_T4_ss2_md",,Matrix Reasoning
tf1_66_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,-0.394,False,matrix_set1_md_mat66,,"tf1_66_T3_ss2_md,tf1_66_T2_ss2_md,tf1_66_T4_ss2_md",,Matrix Reasoning
tf1_21_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,1.02,False,,,"tf1_21_T2_ss2_md,tf1_21_T4_ss2_md,tf1_21_T3_ss2_md",,Matrix Reasoning
tf1_19_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,2.867,False,,,"tf1_19_T3_ss3_md,tf1_19_T2_ss3_md,tf1_19_T4_ss3_md",,Matrix Reasoning
tf3_46_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat46,,"tf3_46_T4_ss1_md,tf3_46_T2_ss1_md,tf3_46_T3_ss1_md",,Matrix Reasoning
tf1_65_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,-0.367,False,matrix_set1_md_mat65,,"tf1_65_T3_ss1_md,tf1_65_T2_ss1_md,tf1_65_T4_ss1_md",,Matrix Reasoning
tf1_2_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,-0.741,False,matrix_set1_md_mat2,,"tf1_2_T4_ss1_md,tf1_2_T2_ss1_md,tf1_2_T3_ss1_md",,Matrix Reasoning
tf3_44_T1_ss2_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat44,,"tf3_44_T4_ss2_md,tf3_44_T2_ss2_md,tf3_44_T3_ss2_md",,Matrix Reasoning
tf3_2_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat2,,"tf3_2_T4_ss2_md,tf3_2_T2_ss2_md,tf3_2_T3_ss2_md",,Matrix Reasoning
tf3_78_T1_ss3_pd,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_pd_mat78,,"tf3_78_T3_ss3_md,tf3_78_T2_ss3_md,tf3_78_T4_ss3_md",,Matrix Reasoning
tf1_22_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,1.473,False,matrix_set1_md_mat22,,"tf1_22_T4_ss3_md,tf1_22_T2_ss3_md,tf1_22_T3_ss3_md",,Matrix Reasoning
tf1_48_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,0.713,False,,,"tf1_48_T4_ss2_md,tf1_48_T2_ss2_md,tf1_48_T3_ss2_md",,Matrix Reasoning
tf3_73_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,,False,matrix_set3_md_mat73,,"tf3_73_T3_ss1_md,tf3_73_T2_ss1_md,tf3_73_T4_ss1_md",,Matrix Reasoning
orange-crescent-135,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,True,,,"green-pointer-225,black-circle,blue-arrow-45",,Matrix Reasoning
tf1_26_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,-1.328,False,,,"tf1_26_T4_ss1_md,tf1_26_T2_ss1_md,tf1_26_T3_ss1_md",,Matrix Reasoning
green-triangle,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,True,,,"orange-circle,green-circle,orange-triangle",,Matrix Reasoning
tf1_77_T1_ss1_md,test_response,matrix-reasoning-prompt1,1,0.25,2.754,False,matrix_set1_md_mat77,,"tf1_77_T3_ss1_md,tf1_77_T2_ss1_md,tf1_77_T4_ss1_md",,Matrix Reasoning
tf1_72_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,0.566,False,matrix_set1_md_mat72,,"tf1_72_T3_ss2_md,tf1_72_T2_ss2_md,tf1_72_T4_ss2_md",,Matrix Reasoning
tf1_10_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,0.507,False,,,"tf1_10_T3_ss3_md,tf1_10_T2_ss3_md,tf1_10_T4_ss3_md",,Matrix Reasoning
