answer,assessment_stage,audio_file,block_index,chance_level,difficulty,downex,item_uid,required_selections,response_alternatives,time_limit,trial_type
,instructions,ToM-scene-17-instruct2,17,,,False,,,,,instructions
no,test_response,ToM-scene6-q4,6,0.5,,False,tom_second_order_false_belief_3,,yes,,false_belief_question
no,test_response,ToM-scene4-q2,4,0.5,,False,tom_deception_false_belief_1,,yes,,false_belief_question
,instructions,ToM-transition,2,,,False,,,,,instructions
shelf,test_response,ToM-scene2-q1-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_1,,coats,,false_belief_question
behind,test_response,ToM-scene-8-q7-reality_check,8,0.5,,False,tom_moral_reasoning_reality_check_2,,top,,reality_check_question
,instructions,ToM-scene4-instruct6,4,,,False,,,,,instructions
,instructions,ToM-scene7-instruct2,7,,,False,,,,,instructions
desk,test_response,ToM-scene7-q2-reality_check,7,0.5,,False,tom_reality_known_reality_check,,drawer,,reality_check_question
,instructions,ToM-scene3-instruct1,3,,,False,,,,,instructions
yes,test_response,ToM-scene-10-q6-reality_check,10,0.5,,False,tom_deception_reality_check_3,,no,,reality_check_question
baseball,test_response,ToM-scene-11-q2-reality_check,11,0.33,,False,tom_reference_reality_check,,"soccerball,big-basketball",,reality_check_question
fountain,test_response,ToM-scene3-q1,3,0.5,,False,tom_interpretation_reality_check_1,,tree,,reality_check_question
top,test_response,ToM-scene-8-q6-reality_check,8,0.5,,False,tom_moral_reasoning_reality_check_1,,behind,,reality_check_question
baseball,test_response,ToM-scene-11-q2-reality_check,11,0.33,,False,tom_reference_reality_check,,"soccerball,big-basketball",,reality_check_question
,instructions,ToM-scene-16-instruct1,16,,,False,,,,,instructions
,instructions,ToM-scene3-instruct3,3,,,False,,,,,instructions
yes,test_response,ToM-scene-10-q4-reality_check,10,0.5,,False,tom_deception_reality_check_2,,no,,reality_check_question
floor,test_response,ToM-scene-14-q7-reality_check,14,0.5,,False,tom_moral_reasoning_reality_check_2,,table,,reality_check_question
,instructions,ToM-scene-12-instruct3,12,,,False,,,,,instructions
,instructions,ToM-scene-16-instruct5,16,,,False,,,,,instructions
calm,test_response,ToM-scene-14-q3-emotion_reasoning,14,0.25,,False,tom_moral_reasoning_emotion_reasoning_2,,"happy,angry,scared",,emotion_reasoning_question
angry,test_response,ToM-scene2-q2-emotion_reasoning,2,0.25,,False,tom_moral_reasoning_emotion_reasoning_1,,"happy,calm,scared",,emotion_reasoning_question
no,test_response,ToM-scene2-q3-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_2,,yes,,false_belief_question
,instructions,ToM-scene7-instruct3,7,,,False,,,,,instructions
,instructions,ToM-scene14-instruct2,14,,,False,,,,,instructions
rug,test_response,ToM-scene1-q2-reality_check,1,0.5,,False,tom_reality_known_reality_check,,chair,,reality_check_question
no,test_response,ToM-scene-8-q5-false_belief,8,0.5,,False,tom_moral_reasoning_false_belief_3,,yes,,false_belief_question
coats,test_response,ToM-scene2-q6-reality_check,2,0.5,,False,tom_moral_reasoning_reality_check_2,,shelf,,reality_check_question
no,test_response,ToM-scene-16-q5-reference,,0.5,,False,tom_deception_reference_2,,yes,,reference_question
floor,test_response,ToM-scene-14-q7-reality_check,14,0.5,,False,tom_moral_reasoning_reality_check_2,,table,,reality_check_question
,instructions,ToM-transition,18,,,False,,,,,instructions
,instructions,ToM-scene14-instruct3,14,,,False,,,,,instructions
happy,test_response,ToM-scene-10-q2-emotion_reasoning,10,0.25,,False,tom_deception_emotion_reasoning_2,,"sad,scared,proud",,emotion_reasoning_question
,instructions,ToM-scene-12-instruct4,12,,,False,,,,,instructions
happy,test_response,ToM-scene-17-q4-emotion_reasoning,17,0.25,,False,tom_reference_emotion_reasoning_2,,"sad,scared,surprised",,emotion_reasoning_question
,instructions,ToM-scene-12-instruct5,12,,,False,,,,,instructions
,instructions,ToM-scene2-instruct2,2,,,False,,,,,instructions
storybook,test_response,ToM-scene-18-q5-reality_check,18,0.33,,False,tom_second_order_reality_check_2,,"basketball,crayons",,reality_check_question
,instructions,ToM-scene-10-instruct4,10,,,False,,,,,instructions
,instructions,ToM-scene-9-instruct1,9,,,False,,,,,instructions
no,test_response,ToM-scene-14-q5-false_belief,14,0.5,,False,tom_moral_reasoning_false_belief_3,,yes,,false_belief_question
behind-rock,test_response,ToM-scene-15-q2-false_belief,15,0.5,,False,tom_interpretation_false_belief,,behind-flowerbush,,false_belief_question
crayons,test_response,ToM-scene-18-q4-reality_check,18,0.33,,False,tom_second_order_reality_check_1,,"basketball,storybook",,reality_check_question
table,test_response,ToM-scene-14-q6-reality_check,14,0.5,,False,tom_moral_reasoning_reality_check_1,,floor,,reality_check_question
angry,test_response,ToM-scene-14-q2-emotion_reasoning,14,0.25,,False,tom_moral_reasoning_emotion_reasoning_1,,"happy,calm,scared",,emotion_reasoning_question
,instructions,ToM-scene-10-instruct2,10,,,False,,,,,instructions
,instructions,ToM-scene13-instruct1,13,,,False,,,,,instructions
,instructions,ToM-transition,1,,,False,,,,,instructions
,instructions,ToM-scene-12-instruct3,12,,,False,,,,,instructions
drawer,test_response,ToM-scene7-q1-false_belief,7,0.5,,False,tom_reality_known_false_belief,,desk,,false_belief_question
,instructions,ToM-transition,15,,,False,,,,,instructions
yes,test_response,ToM-scene-16-q7-reference,16,0.5,,False,tom_deception_reference_4,,no,,reference_question
,instructions,ToM-scene8-instruct2,8,,,False,,,,,instructions
,instructions,ToM-scene-16-instruct3,16,,,False,,,,,instructions
,instructions,ToM-scene8-instruct3,8,,,False,,,,,instructions
yes,test_response,ToM-scene-10-q6-reality_check,10,0.5,,False,tom_deception_reality_check_3,,no,,reality_check_question
yes,test_response,ToM-scene-10-q3-reality_check,10,0.5,,False,tom_deception_reality_check_1,,no,,reality_check_question
angry,test_response,ToM-scene2-q2-emotion_reasoning,2,0.25,,False,tom_moral_reasoning_emotion_reasoning_1,,"happy,calm,scared",,emotion_reasoning_question
no,test_response,ToM-scene-16-q6-reference,16,0.5,,False,tom_deception_reference_3,,yes,,reference_question
,instructions,ToM-transition,9,,,False,,,,,instructions
redball,test_response,ToM-scene-12-q4-reality_check,12,0.33,,False,tom_second_order_reality_check_1,,"yellowball,blueball",,reality_check_question
hillsbook,test_response,ToM-scene-9-q3-reality_check,9,0.5,,False,tom_interpretation_reality_check_2,,cupbook,,reality_check_question
yes,test_response,ToM-scene-16-q8-reference,16,0.5,,False,tom_deception_reference_5,,no,,reference_question
top,test_response,ToM-scene8-q1-false_belief,8,0.5,,False,tom_moral_reasoning_false_belief_1,,behind,,false_belief_question
no,test_response,ToM-scene-10-q5-false_belief,10,0.5,,False,tom_deception_false_belief_1,,yes,,false_belief_question
,instructions,ToM-transition,12,,,False,,,,,instructions
sad,test_response,ToM-scene-17-q3-emotion_reasoning,17,0.25,,False,tom_reference_emotion_reasoning_1,,"scared,happy,surprised",,emotion_reasoning_question
,instructions,ToM-intro,7,,,False,,,,,instructions
,instructions,ToM-transition,11,,,False,,,,,instructions
,instructions,ToM-scene6-instruct1,6,,,False,,,,,instructions
,instructions,ToM-scene2-instruct1,2,,,False,,,,,instructions
medium_cup,test_response,ToM-scene5-q1,5,0.33,,False,tom_reference_reference,,"small_cup,large_cup",,reference_question
,instructions,ToM-scene-15-instruct2,15,,,False,,,,,instructions
,instructions,ToM-scene-18-instruct1,18,,,False,,,,,instructions
,instructions,ToM-transition,12,,,False,,,,,instructions
happy,test_response,ToM-scene-17-q4-emotion_reasoning,17,0.25,,False,tom_reference_emotion_reasoning_2,,"sad,scared,surprised",,emotion_reasoning_question
,instructions,ToM-scene2-instruct4,2,,,False,,,,,instructions
happy,test_response,ToM-scene-9-q4-emotion_reasoning,9,0.25,,False,tom_interpretation_emotion_reasoning,,"proud,scared,sad",,emotion_reasoning_question
,instructions,ToM-scene-16-instruct6,16,,,False,,,,,instructions
,instructions,ToM-scene-18-instruct5,18,,,False,,,,,instructions
yes,test_response,ToM-scene-16-q7-reference,16,0.5,,False,tom_deception_reference_4,,no,,reference_question
crayons,test_response,ToM-scene-18-q4-reality_check,18,0.33,,False,tom_second_order_reality_check_1,,"basketball,storybook",,reality_check_question
,instructions,ToM-scene-9-instruct1,9,,,False,,,,,instructions
drawer,test_response,ToM-scene7-q1-false_belief,7,0.5,,False,tom_reality_known_false_belief,,desk,,false_belief_question
,instructions,ToM-transition,5,,,False,,,,,instructions
,instructions,ToM-transition,17,,,False,,,,,instructions
calm,test_response,ToM-scene2-q7-emotion_reasoning,2,0.25,,False,tom_moral_reasoning_emotion_reasoning_2,,"happy,angry,scared",,emotion_reasoning_question
,instructions,ToM-transition,11,,,False,,,,,instructions
,instructions,ToM-transition,15,,,False,,,,,instructions
box,test_response,ToM-scene13-q1-false_belief,13,0.5,,False,tom_reality_known_false_belief,,basket,,false_belief_question
table,test_response,ToM-scene14-q1-false_belief,14,0.5,,False,tom_moral_reasoning_false_belief_1,,floor,,false_belief_question
,instructions,ToM-scene6-instruct5,6,,,False,,,,,instructions
shelf,test_response,ToM-scene2-q5-reality_check,2,0.5,,False,tom_moral_reasoning_reality_check_1,,coats,,reality_check_question
no,test_response,ToM-scene-16-q5-reference,,0.5,,False,tom_deception_reference_2,,yes,,reference_question
flowerbush,test_response,ToM-scene-15-q1-reality_check,15,0.5,,False,tom_interpretation_reality_check_1,,rocks,,reality_check_question
,instructions,ToM-transition,2,,,False,,,,,instructions
,instructions,ToM-scene-15-instruct1,15,,,False,,,,,instructions
angry,test_response,ToM-scene-8-q2-emotion_reasoning,8,0.25,,False,tom_moral_reasoning_emotion_reasoning_1,,"happy,calm,scared",,emotion_reasoning_question
,instructions,ToM-intro,13,,,False,,,,,instructions
,instructions,ToM-scene-10-instruct3,10,,,False,,,,,instructions
,instructions,ToM-scene7-instruct2,7,,,False,,,,,instructions
,instructions,ToM-scene2-instruct1,2,,,False,,,,,instructions
top,test_response,ToM-scene-8-q6-reality_check,8,0.5,,False,tom_moral_reasoning_reality_check_1,,behind,,reality_check_question
shirts,test_response,ToM-scene6-q5,6,0.33,,False,tom_second_order_false_belief_4,,"shoes,socks",,false_belief_question
,instructions,ToM-scene4-instruct1,4,,,False,,,,,instructions
,instructions,ToM-scene6-instruct4,6,,,False,,,,,instructions
no,test_response,ToM-scene4-q4-false_belief,4,0.5,,False,tom_deception_false_belief_3,,yes,,false_belief_question
behind-flowerbush,test_response,ToM-scene-15-q3-reality_check,15,0.5,,False,tom_interpretation_reality_check_2,,behind-rock,,reality_check_question
basketball,test_response,ToM-scene-18-q1-false_belief,18,0.33,,False,tom_second_order_false_belief_1,,crayons,,false_belief_question
,instructions,ToM-scene-16-instruct6,16,,,False,,,,,instructions
angry,test_response,ToM-scene-14-q2-emotion_reasoning,14,0.25,,False,tom_moral_reasoning_emotion_reasoning_1,,"happy,calm,scared",,emotion_reasoning_question
no,test_response,ToM-scene-16-q3-false_belief,16,0.5,,False,tom_deception_false_belief_1,,yes,,false_belief_question
sad,test_response,ToM-scene-10-q1-emotion_reasoning,10,0.25,,False,tom_deception_emotion_reasoning_1,,"happy,scared,proud",,emotion_reasoning_question
,instructions,ToM-scene-17-instruct2,17,,,False,,,,,instructions
yellowstack,test_response,ToM-scene-17-q2-reality_check,17,0.33,,False,tom_reference_reality_check,,"bluestack,redstack",,reality_check_question
,instructions,ToM-scene-12-instruct2,12,,,False,,,,,instructions
no,test_response,ToM-scene-14-q4-false_belief,14,0.5,,False,tom_moral_reasoning_false_belief_2,,yes,,false_belief_question
table,test_response,ToM-scene-14-q6-reality_check,14,0.5,,False,tom_moral_reasoning_reality_check_1,,floor,,reality_check_question
yes,test_response,ToM-scene4-q7,4,0.5,,False,tom_deception_reality_check_3,,no,,reality_check_question
,instructions,ToM-scene-18-instruct3,18,,,False,,,,,instructions
,instructions,ToM-scene-18-instruct1,18,,,False,,,,,instructions
behind-fountain,test_response,ToM-scene3-q2-reality_check,3,0.5,,False,tom_interpretation_reality_check_2,,behind-tree,,reality_check_question
no,test_response,ToM-scene6-q2,6,0.5,,False,tom_second_order_false_belief_1,,yes,,false_belief_question
,instructions,ToM-scene-10-instruct1,10,,,False,,,,,instructions
,instructions,ToM-scene3-instruct4,3,,,False,,,,,instructions
no,test_response,ToM-scene-12-q2-false_belief,12,0.5,,False,tom_second_order_false_belief_2,,yes,,false_belief_question
redball,test_response,ToM-scene-12-q3-false_belief,12,0.33,,False,tom_second_order_false_belief_3,,"yellowball,blueball",,false_belief_question
,instructions,ToM-scene14-instruct2,14,,,False,,,,,instructions
calm,test_response,ToM-scene-8-q3-emotion_reasoning,8,0.25,,False,tom_moral_reasoning_emotion_reasoning_2,,"happy,angry,scared",,emotion_reasoning_question
,instructions,ToM-scene-12-instruct1,12,,,False,,,,,instructions
,instructions,ToM-scene2-instruct4,2,,,False,,,,,instructions
,instructions,ToM-scene-16-instruct2,16,,,False,,,,,instructions
,instructions,ToM-scene-18-instruct3,18,,,False,,,,,instructions
,instructions,ToM-scene-10-instruct3,10,,,False,,,,,instructions
box,test_response,ToM-scene13-q1-false_belief,13,0.5,,False,tom_reality_known_false_belief,,basket,,false_belief_question
,instructions,ToM-scene14-instruct1,14,,,False,,,,,instructions
,instructions,ToM-transition,8,,,False,,,,,instructions
,instructions,ToM-scene7-instruct3,7,,,False,,,,,instructions
no,test_response,ToM-scene2-q3-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_2,,yes,,false_belief_question
sad,test_response,ToM-scene-16-q1-emotion_reasoning,16,0.25,,False,tom_deception_emotion_reasoning_1,,"happy,angry,proud",,emotion_reasoning_question
no,test_response,ToM-scene-18-q2-false_belief,18,0.5,,False,tom_second_order_false_belief_2,,yes,,false_belief_question
,instructions,ToM-scene2-instruct2,2,,,False,,,,,instructions
,instructions,ToM-scene-9-instruct2,9,,,False,,,,,instructions
happy,test_response,ToM-scene-9-q4-emotion_reasoning,9,0.25,,False,tom_interpretation_emotion_reasoning,,"proud,scared,sad",,emotion_reasoning_question
,instructions,ToM-intro,13,,,False,,,,,instructions
,instructions,ToM-scene-16-instruct5,16,,,False,,,,,instructions
table,test_response,ToM-scene14-q1-false_belief,14,0.5,,False,tom_moral_reasoning_false_belief_1,,floor,,false_belief_question
,instructions,ToM-scene-9-instruct2,9,,,False,,,,,instructions
cupbook,test_response,ToM-scene-9-q2-false_belief,9,0.5,,False,tom_interpretation_false_belief,,hillsbook,,false_belief_question
,instructions,ToM-scene6-instruct6,6,,,False,,,,,instructions
,instructions,ToM-scene-16-instruct3,16,,,False,,,,,instructions
,instructions,ToM-scene4-instruct2,4,,,False,,,,,instructions
,instructions,ToM-scene-18-instruct4,18,,,False,,,,,instructions
,instructions,ToM-scene-8-instruct4,8,,,False,,,,,instructions
,instructions,ToM-scene-12-instruct2,12,,,False,,,,,instructions
desk,test_response,ToM-scene7-q2-reality_check,7,0.5,,False,tom_reality_known_reality_check,,drawer,,reality_check_question
happy,test_response,ToM-scene-11-q4-emotion_reasoning,11,0.25,,False,tom_reference_emotion_reasoning_2,,"sad,scared,proud",,emotion_reasoning_question
blueball,test_response,ToM-scene-12-q5-reality_check,12,0.33,,False,tom_second_order_reality_check_2,,"redball,yellowball",,reality_check_question
calm,test_response,ToM-scene-14-q3-emotion_reasoning,14,0.25,,False,tom_moral_reasoning_emotion_reasoning_2,,"happy,angry,scared",,emotion_reasoning_question
,instructions,ToM-scene-18-instruct5,18,,,False,,,,,instructions
calm,test_response,ToM-scene2-q7-emotion_reasoning,2,0.25,,False,tom_moral_reasoning_emotion_reasoning_2,,"happy,angry,scared",,emotion_reasoning_question
,instructions,ToM-scene4-instruct3,4,,,False,,,,,instructions
no,test_response,ToM-scene-14-q5-false_belief,14,0.5,,False,tom_moral_reasoning_false_belief_3,,yes,,false_belief_question
happy,test_response,ToM-scene-16-q2-emotion_reasoning,16,0.25,,False,tom_deception_emotion_reasoning_2,,"sad,angry,proud",,emotion_reasoning_question
yes,test_response,ToM-scene-16-q8-reference,16,0.5,,False,tom_deception_reference_5,,no,,reference_question
,instructions,ToM-transition,17,,,False,,,,,instructions
happy,test_response,ToM-scene-16-q2-emotion_reasoning,16,0.25,,False,tom_deception_emotion_reasoning_2,,"sad,angry,proud",,emotion_reasoning_question
no,test_response,ToM-scene2-q4-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_3,,yes,,false_belief_question
shelf,test_response,ToM-scene2-q1-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_1,,coats,,false_belief_question
,instructions,ToM-scene2-instruct4,2,,,False,,,,,instructions
,instructions,ToM-scene-15-instruct1,15,,,False,,,,,instructions
,instructions,ToM-scene-17-instruct1,17,,,False,,,,,instructions
,instructions,ToM-scene-11-instruct2,11,,,False,,,,,instructions
,instructions,ToM-transition,14,,,False,,,,,instructions
,instructions,ToM-transition,2,,,False,,,,,instructions
happy,test_response,ToM-scene4-q8-emotion_reasoning,4,0.25,,False,tom_deception_emotion_reasoning_2,,"sad,scared,proud",,emotion_reasoning_question
shoes,test_response,ToM-scene6-q6,6,0.33,,False,tom_second_order_false_belief_5,,"shirts,socks",,false_belief_question
yellowball,test_response,ToM-scene-12-q1-false_belief,12,0.33,,False,tom_second_order_false_belief_1,,redball,,false_belief_question
,instructions,ToM-scene2-instruct2,2,,,False,,,,,instructions
no,test_response,ToM-scene-16-q4-reference,16,0.5,,False,tom_deception_reference_1,,yes,,reference_question
no,test_response,ToM-scene-16-q6-reference,16,0.5,,False,tom_deception_reference_3,,yes,,reference_question
redstack,test_response,ToM-scene-17-q1-reference,17,0.33,,False,tom_reference_reference,,"bluestack,yellowstack",,reference_question
,instructions,ToM-scene-14-instruct4,14,,,False,,,,,instructions
happy,test_response,ToM-scene-10-q2-emotion_reasoning,10,0.25,,False,tom_deception_emotion_reasoning_2,,"sad,scared,proud",,emotion_reasoning_question
no,test_response,ToM-scene6-q1,6,0.5,,False,tom_second_order_reality_check,,yes,,reality_check_question
,instructions,ToM-transition,16,,,False,,,,,instructions
,instructions,ToM-scene2-instruct3,2,,,False,,,,,instructions
,instructions,ToM-scene5-instruct1,5,,,False,,,,,instructions
,instructions,ToM-scene13-instruct2,13,,,False,,,,,instructions
,instructions,ToM-scene13-instruct3,13,,,False,,,,,instructions
,instructions,ToM-scene6-instruct3,6,,,False,,,,,instructions
basketball,test_response,ToM-scene-18-q1-false_belief,18,0.33,,False,tom_second_order_false_belief_1,,crayons,,false_belief_question
,instructions,ToM-scene5-instruct2,5,,,False,,,,,instructions
behind-tree,test_response,ToM-scene3-q2-false_belief,3,0.5,,False,tom_interpretation_false_belief,,behind-fountain,,false_belief_question
,instructions,ToM-transition,9,,,False,,,,,instructions
,instructions,ToM-scene-12-instruct5,12,,,False,,,,,instructions
angry,test_response,ToM-scene-8-q2-emotion_reasoning,8,0.25,,False,tom_moral_reasoning_emotion_reasoning_1,,"happy,calm,scared",,emotion_reasoning_question
behind-rock,test_response,ToM-scene-15-q2-false_belief,15,0.5,,False,tom_interpretation_false_belief,,behind-flowerbush,,false_belief_question
no,test_response,ToM-scene-14-q4-false_belief,14,0.5,,False,tom_moral_reasoning_false_belief_2,,yes,,false_belief_question
,instructions,ToM-scene-12-instruct4,12,,,False,,,,,instructions
no,test_response,ToM-scene-8-q4-false_belief,8,0.5,,False,tom_moral_reasoning_false_belief_2,,yes,,false_belief_question
sad,test_response,ToM-scene-16-q1-emotion_reasoning,16,0.25,,False,tom_deception_emotion_reasoning_1,,"happy,angry,proud",,emotion_reasoning_question
coats,test_response,ToM-scene2-q6-reality_check,2,0.5,,False,tom_moral_reasoning_reality_check_2,,shelf,,reality_check_question
,instructions,ToM-scene-8-instruct4,8,,,False,,,,,instructions
,instructions,ToM-scene4-instruct5,4,,,False,,,,,instructions
no,test_response,ToM-scene2-q4-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_3,,yes,,false_belief_question
,instructions,ToM-scene14-instruct3,14,,,False,,,,,instructions
blueball,test_response,ToM-scene-12-q5-reality_check,12,0.33,,False,tom_second_order_reality_check_2,,"redball,yellowball",,reality_check_question
storybook,test_response,ToM-scene-18-q5-reality_check,18,0.33,,False,tom_second_order_reality_check_2,,"basketball,crayons",,reality_check_question
,instructions,ToM-transition,16,,,False,,,,,instructions
,instructions,ToM-scene-17-instruct1,17,,,False,,,,,instructions
,instructions,ToM-transition,6,,,False,,,,,instructions
angry,test_response,ToM-scene2-q2-emotion_reasoning,2,0.25,,False,tom_moral_reasoning_emotion_reasoning_1,,"happy,calm,scared",,emotion_reasoning_question
no,test_response,ToM-scene-10-q5-false_belief,10,0.5,,False,tom_deception_false_belief_1,,yes,,false_belief_question
top,test_response,ToM-scene8-q1-false_belief,8,0.5,,False,tom_moral_reasoning_false_belief_1,,behind,,false_belief_question
,instructions,ToM-transition,10,,,False,,,,,instructions
no,test_response,ToM-scene2-q4-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_3,,yes,,false_belief_question
,instructions,ToM-scene13-instruct1,13,,,False,,,,,instructions
hill,test_response,ToM-scene-9-q1-reality_check,9,0.5,,False,tom_interpretation_reality_check_1,,cup,,reality_check_question
no,test_response,ToM-scene-16-q4-reference,16,0.5,,False,tom_deception_reference_1,,yes,,reference_question
soccerball,test_response,ToM-scene-11-q1-reference,11,0.33,,False,tom_reference_reference,,"baseball,big-basketball",,reference_question
shelf,test_response,ToM-scene2-q5-reality_check,2,0.5,,False,tom_moral_reasoning_reality_check_1,,coats,,reality_check_question
flowerbush,test_response,ToM-scene-15-q1-reality_check,15,0.5,,False,tom_interpretation_reality_check_1,,rocks,,reality_check_question
no,test_response,ToM-scene2-q3-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_2,,yes,,false_belief_question
shelf,test_response,ToM-scene2-q1-false_belief,2,0.5,,False,tom_moral_reasoning_false_belief_1,,coats,,false_belief_question
,instructions,ToM-scene-16-instruct4,,,,False,,,,,instructions
yellowball,test_response,ToM-scene-12-q1-false_belief,12,0.33,,False,tom_second_order_false_belief_1,,redball,,false_belief_question
,instructions,ToM-scene-18-instruct2,18,,,False,,,,,instructions
,instructions,ToM-scene4-instruct4,4,,,False,,,,,instructions
large_cup,test_response,ToM-scene5-q2-reality_check,5,0.33,,False,tom_reference_reality_check,,"small_cup,medium_cup",,reality_check_question
sad,test_response,ToM-scene-17-q3-emotion_reasoning,17,0.25,,False,tom_reference_emotion_reasoning_1,,"scared,happy,surprised",,emotion_reasoning_question
,instructions,ToM-scene8-instruct1,8,,,False,,,,,instructions
,instructions,ToM-scene2-instruct3,2,,,False,,,,,instructions
shoes,test_response,ToM-scene6-q3,6,0.33,,False,tom_second_order_false_belief_2,,"shirts,socks",,false_belief_question
,instructions,ToM-scene1-instruct2,1,,,False,,,,,instructions
no,test_response,ToM-scene-8-q5-false_belief,8,0.5,,False,tom_moral_reasoning_false_belief_3,,yes,,false_belief_question
shelf,test_response,ToM-scene2-q5-reality_check,2,0.5,,False,tom_moral_reasoning_reality_check_1,,coats,,reality_check_question
redball,test_response,ToM-scene-12-q4-reality_check,12,0.33,,False,tom_second_order_reality_check_1,,"yellowball,blueball",,reality_check_question
hill,test_response,ToM-scene-9-q1-reality_check,9,0.5,,False,tom_interpretation_reality_check_1,,cup,,reality_check_question
cupbook,test_response,ToM-scene-9-q2-false_belief,9,0.5,,False,tom_interpretation_false_belief,,hillsbook,,false_belief_question
,instructions,ToM-scene-14-instruct4,14,,,False,,,,,instructions
,instructions,ToM-scene-18-instruct2,18,,,False,,,,,instructions
,instructions,ToM-scene-16-instruct1,16,,,False,,,,,instructions
sad,test_response,ToM-scene-10-q1-emotion_reasoning,10,0.25,,False,tom_deception_emotion_reasoning_1,,"happy,scared,proud",,emotion_reasoning_question
,instructions,ToM-intro,1,,,False,,,,,instructions
happy,test_response,ToM-scene5-q4-emotion_reasoning,5,0.25,,False,tom_reference_emotion_reasoning_2,,"sad,scared,proud",,emotion_reasoning_question
yes,test_response,ToM-scene-10-q3-reality_check,10,0.5,,False,tom_deception_reality_check_1,,no,,reality_check_question
soccerball,test_response,ToM-scene-11-q1-reference,11,0.33,,False,tom_reference_reference,,"baseball,big-basketball",,reference_question
crayons,test_response,ToM-scene-18-q3-false_belief,18,0.33,,False,tom_second_order_false_belief_3,,"basketball,storybook",,false_belief_question
,instructions,ToM-scene-16-instruct4,,,,False,,,,,instructions
,instructions,ToM-scene1-instruct3,1,,,False,,,,,instructions
,instructions,ToM-scene2-instruct1,2,,,False,,,,,instructions
no,test_response,ToM-scene-8-q4-false_belief,8,0.5,,False,tom_moral_reasoning_false_belief_2,,yes,,false_belief_question
basket,test_response,ToM-scene13-q2-reality_check,13,0.5,,False,tom_reality_known_reality_check,,box,,reality_check_question
,instructions,ToM-scene2-instruct3,2,,,False,,,,,instructions
,instructions,ToM-scene-11-instruct1,11,,,False,,,,,instructions
,instructions,ToM-scene-11-instruct1,11,,,False,,,,,instructions
yellowstack,test_response,ToM-scene-17-q2-reality_check,17,0.33,,False,tom_reference_reality_check,,"bluestack,redstack",,reality_check_question
proud,test_response,ToM-scene3-q3-emotion_reasoning,3,0.25,,False,tom_interpretation_emotion_reasoning,,"surprised,sad,scared",,emotion_reasoning_question
coats,test_response,ToM-scene2-q6-reality_check,2,0.5,,False,tom_moral_reasoning_reality_check_2,,shelf,,reality_check_question
,instructions,ToM-scene8-instruct2,8,,,False,,,,,instructions
basket,test_response,ToM-scene13-q2-reality_check,13,0.5,,False,tom_reality_known_reality_check,,box,,reality_check_question
,instructions,ToM-scene7-instruct1,7,,,False,,,,,instructions
no,test_response,ToM-scene4-q3,4,0.5,,False,tom_deception_false_belief_2,,yes,,false_belief_question
