answer,assessment_stage,audio_file,block_index,chance_level,difficulty,downex,item_uid,required_selections,response_alternatives,time_limit,trial_type
turtle,test_response,vocab-item-083,1,0.25,,False,vocab_word_turtle,,"frog,horse,railing",,test
gourmet,test_response,vocab-item-138,1,0.25,-1.9157,False,vocab_word_gourmet,,"archaeological,astronomical,surgical",,test
knee,test_response,vocab-item-093,1,0.25,,False,vocab_word_knee,,"face,leash,sock",,practice
bear,test_response,vocab-item-089,1,0.25,-4.5134,False,vocab_word_bear,,"mirror,saw,bell",,catch
,instructions,vocab-instruct-1,0,,,False,,,,,instructions
cornbread,test_response,vocab-item-022,1,0.25,-2.6628,False,vocab_word_cornbread,,"corn,wreath,organ",,test
camp,test_response,vocab-item-126,1,0.25,-3.6868,False,vocab_word_camp,,"march,paint,steal",,test
dripping,test_response,vocab-item-111,1,0.25,-2.0478,False,vocab_word_dripping,,"pouring,flowing,splashing",,test
clothespin,test_response,vocab-item-019,1,0.25,-2.7166,False,vocab_word_clothespin,,"toothpick,volleyball,fondue",,test
mischievous,test_response,vocab-item-160,1,0.25,0.2874,False,vocab_word_mischievous,,"irritated,headaches,suprised",,test
urban,test_response,vocab-item-167,1,0.25,2.9118,False,vocab_word_urban,,"village,maritime,rural",,test
saffron,test_response,vocab-item-159,1,0.25,1.8776,False,vocab_word_saffron,,"cinnamon,clove,staranise",,test
marshmallow,test_response,vocab-item-040,1,0.25,,False,vocab_word_marshmallow,,"dryer,snowball,rooster",,test
peeking,test_response,vocab-item-102,1,0.25,-3.2487,False,vocab_word_peeking,,"reading,playing,surfing",,test
artichoke,test_response,vocab-item-004,1,0.25,-0.9324,False,vocab_word_artichoke,,"leek,sunroof,cello",,test
pistachio,test_response,vocab-item-045,1,0.25,-2.1195,False,vocab_word_pistachio,,"avocado,taco,bagpipe",,test
scoop,test_response,vocab-item-055,1,0.25,-1.0753,False,vocab_word_scoop,,"sauce,statue,cauliflower",,test
juggling,test_response,vocab-item-099,1,0.25,,False,vocab_word_juggling,,"running,biking,playing",,test
pie,test_response,vocab-item-044,1,0.25,,False,vocab_word_pie,,"flashlight,pizza,sweater",,test
diamond,test_response,vocab-item-106,1,0.25,-2.3706,False,vocab_word_diamond,,"ring,emerald,amethyst",,test
aloe,test_response,vocab-item-002,1,0.25,-0.089,False,vocab_word_aloe,,"bracket,cactus,banner",,test
potato,test_response,vocab-item-047,1,0.25,,False,vocab_word_potato,,"glasses,pot,dragonfly",,test
wall,test_response,vocab-item-096,1,0.25,,False,vocab_word_wall,,"knob,sponge,robot",,practice
steam,test_response,vocab-item-168,1,0.25,-1.4323,False,vocab_word_steam,,"pottery,rust,blacksmith",,test
typewriter,test_response,vocab-item-084,1,0.25,,False,vocab_word_typewriter,,"printer,sunglasses,drumstick",,test
bulldozer,test_response,vocab-item-011,1,0.25,-1.7354,False,vocab_word_bulldozer,,"orange,tractor,eggplant",,test
concentric,test_response,vocab-item-128,1,0.25,0.2894,False,vocab_word_concentric,,"oneabovetheother,smallinside,oneachother",,test
turkey,test_response,vocab-item-082,1,0.25,-4.4343,False,vocab_word_turkey,,"goat,swan,pencil",,test
bouquet,test_response,vocab-item-009,1,0.25,-1.7052,False,vocab_word_bouquet,,"bandanna,centerpiece,submarine",,test
timid,test_response,vocab-item-125,1,0.25,2.1653,False,vocab_word_timid,,"interested,excited,pensive",,test
claw,test_response,vocab-item-115,1,0.25,1.2205,False,vocab_word_claw,,"hook,pincer,hammer",,test
ski,test_response,vocab-item-061,1,0.25,-3.3404,False,vocab_word_ski,,"ice,suitcase,pincushion",,test
elbow,test_response,vocab-item-025,1,0.25,-2.2687,False,vocab_word_elbow,,"arm,bed,gorilla",,test
omelet,test_response,vocab-item-043,1,0.25,-2.4992,False,vocab_word_omelet,,"clay,pancake,trunk",,test
wheel,test_response,vocab-item-097,1,0.25,,False,vocab_word_wheel,,"fish,bowl,meat",,practice
saddle,test_response,vocab-item-052,1,0.25,-2.482,False,vocab_word_saddle,,"figurine,handle,broccoli",,test
footbath,test_response,vocab-item-028,1,0.25,,False,vocab_word_footbath,,"trough,vest,rhinoceros",,test
silverware,test_response,vocab-item-059,1,0.25,-2.3136,False,vocab_word_silverware,,"garlic,trophy,eggnog",,test
aversion,test_response,vocab-item-122,1,0.25,2.1663,False,vocab_word_aversion,,"dull,neutral,delighted",,test
awning,test_response,vocab-item-149,1,0.25,-1.3186,False,vocab_word_awning,,"lighter,pouch,folder",,test
waterwheel,test_response,vocab-item-086,1,0.25,,False,vocab_word_waterwheel,,"pinwheel,target,boa",,test
fruitcake,test_response,vocab-item-029,1,0.25,-2.7469,False,vocab_word_fruitcake,,"dough,fudge,anvil",,test
puddle,test_response,vocab-item-049,1,0.25,-3.1186,False,vocab_word_puddle,,"baseball,bubble,salami",,test
kitten,test_response,vocab-item-092,1,0.25,,False,vocab_word_kitten,,"wrist,pillow,mattress",,practice
bandage,test_response,vocab-item-170,1,0.25,-3.1142,False,vocab_word_bandage,,"stretcher,bagbinder,mop",,test
tapestry,test_response,vocab-item-074,1,0.25,-0.8979,False,vocab_word_tapestry,,"backdrop,leggings,forklift",,test
knight,test_response,vocab-item-112,1,0.25,,False,vocab_word_knight,,"pirate,king,astronaut",,test
rosette,test_response,vocab-item-158,1,0.25,0.3278,False,vocab_word_rosette,,"brooch,manholecover,roseball",,test
vertebra,test_response,vocab-item-169,1,0.25,1.1865,False,vocab_word_vertebra,,"leg,hip,skull",,test
stew,test_response,vocab-item-069,1,0.25,-0.0446,False,vocab_word_stew,,"mixer,soup,orchid",,test
ecstatic,test_response,vocab-item-136,1,0.25,0.514,False,vocab_word_ecstatic,,"sleep,sad,tired",,test
tulip,test_response,vocab-item-080,1,0.25,-1.3736,False,vocab_word_tulip,,"glove,rose,hubcap",,test
corset,test_response,vocab-item-023,1,0.25,-0.041,False,vocab_word_corset,,"harness,mantle,bonsai",,test
divan,test_response,vocab-item-132,1,0.25,,False,vocab_word_divan,,"butterdish,handrail,lintroller",,test
percussion,test_response,vocab-item-153,1,0.25,1.9276,False,vocab_word_percussion,,"accordion,cello,musicstand",,test
watermelon,test_response,vocab-item-085,1,0.25,,False,vocab_word_watermelon,,"screwdriver,strawberry,crane",,test
calendar,test_response,vocab-item-107,1,0.25,-3.7755,False,vocab_word_calendar,,"hourglass,sundial,notebook",,test
arbor,test_response,vocab-item-156,1,0.25,1.4844,False,vocab_word_arbor,,"castle,barn,tipi",,test
tumble,test_response,vocab-item-127,1,0.25,-1.2288,False,vocab_word_tumble,,"applaud,chisel,scythes",,test
hopscotch,test_response,vocab-item-034,1,0.25,-2.7237,False,vocab_word_hopscotch,,"chalk,funnel,jug",,test
posterior,test_response,vocab-item-154,1,0.25,1.2671,False,vocab_word_posterior,,"frontal,inferior,lateral",,test
latch,test_response,vocab-item-036,1,0.25,-1.8556,False,vocab_word_latch,,"lock,microwave,umbrella",,test
turnstile,test_response,vocab-item-164,1,0.25,,False,vocab_word_turnstile,,"wiper,scalpel,weathervane",,test
artifact,test_response,vocab-item-121,1,0.25,-0.6754,False,vocab_word_artifact,,"honeycomb,crystal,herringbone",,test
,instructions,vocab-instruct-2,0,,,False,,,,,instructions
dumpling,test_response,vocab-item-024,1,0.25,-2.3386,False,vocab_word_dumpling,,"meatball,rocket,coyote",,test
hamster,test_response,vocab-item-031,1,0.25,-4.0798,False,vocab_word_hamster,,"rabbit,tadpole,skirt",,test
beret,test_response,vocab-item-123,1,0.25,-0.5061,False,vocab_word_beret,,"hat,chefshat,safarihat",,test
colony,test_response,vocab-item-147,1,0.25,,False,vocab_word_colony,,"herd,pack,school",,test
teabag,test_response,vocab-item-075,1,0.25,,False,vocab_word_teabag,,"fingerprint,tea,braid",,test
locker,test_response,vocab-item-037,1,0.25,-3.9611,False,vocab_word_locker,,"basket,cabinet,gargoyle",,test
